,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
12541,388,CASH_OUT,20393.12,C1044518032,20393.12,0.0,C1479987881,293446.62,313839.74,1,0
12542,388,TRANSFER,680224.41,C2009706800,680224.41,0.0,C215387112,0.0,0.0,1,0
12543,388,CASH_OUT,680224.41,C2094995286,680224.41,0.0,C1259079602,1058527.77,1738752.19,1,0
12544,388,TRANSFER,5658123.36,C1537861219,5658123.36,0.0,C127451235,0.0,0.0,1,0
12545,388,CASH_OUT,5658123.36,C1969327890,5658123.36,0.0,C1613929073,1094471.2,6752594.56,1,0
12546,388,TRANSFER,960196.16,C1335615679,960196.16,0.0,C650152764,0.0,0.0,1,0
12547,388,CASH_OUT,960196.16,C1274686397,960196.16,0.0,C37274992,932.39,961128.55,1,0
12548,388,TRANSFER,4348.62,C1609844319,4348.62,0.0,C751827152,0.0,0.0,1,0
12549,388,CASH_OUT,4348.62,C638868396,4348.62,0.0,C235328980,4139226.47,4143575.09,1,0
12550,388,TRANSFER,236388.4,C907729353,236388.4,0.0,C82050695,0.0,0.0,1,0
12551,388,CASH_OUT,236388.4,C740797300,236388.4,0.0,C2030940431,0.0,236388.4,1,0
12552,389,TRANSFER,1159831.33,C1369232913,1159831.33,0.0,C753294247,0.0,0.0,1,0
12553,389,CASH_OUT,1159831.33,C1439772341,1159831.33,0.0,C1533859543,728217.86,1888049.19,1,0
12554,389,TRANSFER,1312947.27,C895840599,1312947.27,0.0,C180207582,0.0,0.0,1,0
12555,389,CASH_OUT,1312947.27,C604508292,1312947.27,0.0,C1345805735,251046.58,1563993.85,1,0
12556,389,TRANSFER,173668.46,C328431178,173668.46,0.0,C1972142839,0.0,0.0,1,0
12557,389,CASH_OUT,173668.46,C1332434443,173668.46,0.0,C672297359,383083.73,556752.19,1,0
12558,389,TRANSFER,9060955.18,C1360689528,9060955.18,0.0,C1674473954,0.0,0.0,1,0
12559,389,CASH_OUT,9060955.18,C896720879,9060955.18,0.0,C779650292,271460.43,9332415.62,1,0
12560,389,TRANSFER,1090527.71,C1037819437,1090527.71,0.0,C1813486985,0.0,0.0,1,0
12561,389,CASH_OUT,1090527.71,C672472211,1090527.71,0.0,C2096346343,0.0,1090527.71,1,0
12562,390,TRANSFER,1084144.37,C1924115884,1084144.37,0.0,C717644112,0.0,0.0,1,0
12563,390,CASH_OUT,1084144.37,C1515227045,1084144.37,0.0,C1377230144,13948.07,1098092.44,1,0
12564,390,TRANSFER,4525901.25,C220187177,4525901.25,0.0,C1783675813,0.0,0.0,1,0
12565,390,CASH_OUT,4525901.25,C1633782,4525901.25,0.0,C1970845004,0.0,4525901.25,1,0
12566,390,TRANSFER,1195842.37,C257290900,1195842.37,0.0,C1552849727,0.0,0.0,1,0
12567,390,CASH_OUT,1195842.37,C1374040436,1195842.37,0.0,C245564009,0.0,1195842.37,1,0
12568,390,TRANSFER,208868.36,C2032939648,208868.36,0.0,C576448483,0.0,0.0,1,0
12569,390,CASH_OUT,208868.36,C1027606228,208868.36,0.0,C1691226425,78757.57,287625.93,1,0
12570,390,TRANSFER,964544.37,C1375978020,964544.37,0.0,C629649964,0.0,0.0,1,0
12571,390,CASH_OUT,964544.37,C1623372481,964544.37,0.0,C1813204212,0.0,964544.37,1,0
12572,390,TRANSFER,638693.49,C2028086379,638693.49,0.0,C1948809039,0.0,0.0,1,0
12573,390,CASH_OUT,638693.49,C1168767749,638693.49,0.0,C557403398,328882.51,967576.0,1,0
12574,391,TRANSFER,172362.84,C167183222,172362.84,0.0,C277647279,0.0,0.0,1,0
12575,391,CASH_OUT,172362.84,C2086071347,172362.84,0.0,C402578336,543266.37,715629.21,1,0
12576,391,TRANSFER,47721.95,C368987822,47721.95,0.0,C1410391039,0.0,0.0,1,0
12577,391,CASH_OUT,47721.95,C528875207,47721.95,0.0,C1681024448,39484.71,87206.65,1,0
12578,391,TRANSFER,4559921.56,C785953522,4559921.56,0.0,C1331350711,0.0,0.0,1,0
12579,391,CASH_OUT,4559921.56,C1705309294,4559921.56,0.0,C560881857,2781040.95,7340962.51,1,0
12580,391,TRANSFER,235763.38,C38292810,235763.38,0.0,C2083984370,0.0,0.0,1,0
12581,391,CASH_OUT,235763.38,C848033794,235763.38,0.0,C555566850,11417.85,247181.23,1,0
12582,391,TRANSFER,1309940.05,C291081099,1309940.05,0.0,C1496286083,0.0,0.0,1,0
12583,391,CASH_OUT,1309940.05,C27246630,1309940.05,0.0,C921559397,0.0,1309940.05,1,0
12584,391,TRANSFER,495773.64,C1248328274,495773.64,0.0,C917413885,0.0,0.0,1,0
12585,391,CASH_OUT,495773.64,C1270013623,495773.64,0.0,C326670193,269095.07,764868.71,1,0
12586,392,TRANSFER,2887744.35,C384434585,2887744.35,0.0,C1114261385,0.0,0.0,1,0
12587,392,CASH_OUT,2887744.35,C1770745234,2887744.35,0.0,C805918938,0.0,2887744.35,1,0
12588,392,TRANSFER,251832.96,C1019966301,251832.96,0.0,C483110811,0.0,0.0,1,0
12589,392,CASH_OUT,251832.96,C370765252,251832.96,0.0,C303305963,392591.73,644424.68,1,0
12590,392,TRANSFER,542393.87,C1019069883,542393.87,0.0,C899985464,0.0,0.0,1,0
12591,392,CASH_OUT,542393.87,C542918191,542393.87,0.0,C308665195,0.0,542393.87,1,0
12592,392,TRANSFER,92001.22,C1206556898,92001.22,0.0,C856589139,0.0,0.0,1,0
12593,392,CASH_OUT,92001.22,C448834198,92001.22,0.0,C332333924,329180.16,421181.38,1,0
12594,392,TRANSFER,193706.98,C1216488552,193706.98,0.0,C2142754962,0.0,0.0,1,0
12595,392,CASH_OUT,193706.98,C179138153,193706.98,0.0,C183491570,18047571.21,19642021.17,1,0
12596,393,TRANSFER,290198.92,C1884412313,290198.92,0.0,C1709832944,0.0,0.0,1,0
12597,393,CASH_OUT,290198.92,C1130239772,290198.92,0.0,C1799856639,0.0,290198.92,1,0
12598,393,TRANSFER,432958.83,C1282477979,432958.83,0.0,C1783092125,0.0,0.0,1,0
12599,393,CASH_OUT,432958.83,C2043309958,432958.83,0.0,C1494581610,0.0,432958.83,1,0
12600,394,TRANSFER,147957.23,C1762704986,147957.23,0.0,C1857166842,0.0,0.0,1,0
12601,394,CASH_OUT,147957.23,C1156678910,147957.23,0.0,C1718510079,105718.75,253675.98,1,0
12602,394,TRANSFER,1303543.6,C1805392616,1303543.6,0.0,C1545532568,0.0,0.0,1,0
12603,394,CASH_OUT,1303543.6,C1998756737,1303543.6,0.0,C786060499,48368.97,1351912.57,1,0
12604,394,TRANSFER,201247.25,C1655225752,201247.25,0.0,C1949844658,0.0,0.0,1,0
12605,394,CASH_OUT,201247.25,C1380307239,201247.25,0.0,C1910018633,1296099.23,1497346.48,1,0
12606,394,TRANSFER,49950.63,C1012366293,49950.63,0.0,C1028846036,0.0,0.0,1,0
12607,394,CASH_OUT,49950.63,C1528504862,49950.63,0.0,C1778014932,460576.82,510527.45,1,0
12608,394,TRANSFER,3354215.55,C1128510858,3354215.55,0.0,C907385207,0.0,0.0,1,0
12609,394,CASH_OUT,3354215.55,C15998384,3354215.55,0.0,C1911997323,0.0,3354215.55,1,0
12610,395,TRANSFER,134297.68,C1196367936,134297.68,0.0,C1052561148,0.0,0.0,1,0
12611,395,CASH_OUT,134297.68,C1461368336,134297.68,0.0,C771844472,419490.33,553788.01,1,0
12612,395,TRANSFER,47984.43,C276886611,47984.43,0.0,C199895284,0.0,0.0,1,0
12613,395,CASH_OUT,47984.43,C790140463,47984.43,0.0,C2097780995,299049.39,347033.81,1,0
12614,395,TRANSFER,171880.67,C49917246,171880.67,0.0,C1810191197,0.0,0.0,1,0
12615,395,CASH_OUT,171880.67,C19486690,171880.67,0.0,C1283356428,2893198.81,3086348.25,1,0
12616,395,TRANSFER,117683.42,C461302689,117683.42,0.0,C96260697,0.0,0.0,1,0
12617,395,CASH_OUT,117683.42,C1618036378,117683.42,0.0,C356995012,1206243.52,1323926.94,1,0
12618,396,TRANSFER,1547877.98,C211699118,1547877.98,0.0,C1804433464,0.0,0.0,1,0
12619,396,CASH_OUT,1547877.98,C1878609534,1547877.98,0.0,C1300753775,185725.9,1733603.89,1,0
12620,396,TRANSFER,2189170.39,C90164537,2189170.39,0.0,C814466553,0.0,0.0,1,0
12621,396,CASH_OUT,2189170.39,C156998155,2189170.39,0.0,C337441820,0.0,2189170.39,1,0
12622,396,TRANSFER,233699.25,C349513899,233699.25,0.0,C499085248,0.0,0.0,1,0
12623,396,CASH_OUT,233699.25,C1080613423,233699.25,0.0,C531586904,0.0,233699.25,1,0
12624,396,TRANSFER,59996.12,C1938899713,59996.12,0.0,C1743910268,0.0,0.0,1,0
12625,396,CASH_OUT,59996.12,C690114477,59996.12,0.0,C543599134,0.0,59996.12,1,0
12626,397,TRANSFER,2107997.33,C957688108,2107997.33,0.0,C875169937,0.0,0.0,1,0
12627,397,CASH_OUT,2107997.33,C1471805107,2107997.33,0.0,C719805094,0.0,2107997.33,1,0
12628,397,TRANSFER,52689.13,C1381675569,52689.13,0.0,C560235644,0.0,0.0,1,0
12629,397,CASH_OUT,52689.13,C2024128077,52689.13,0.0,C221905096,160085.29,212774.42,1,0
12630,397,TRANSFER,249984.75,C220059815,249984.75,0.0,C67003023,0.0,0.0,1,0
12631,397,CASH_OUT,249984.75,C1735200144,249984.75,0.0,C1452851320,0.0,249984.75,1,0
12632,397,TRANSFER,40433.84,C1853365530,40433.84,0.0,C367340563,0.0,0.0,1,0
12633,397,CASH_OUT,40433.84,C1570947686,40433.84,0.0,C264905244,138722.95,179156.79,1,0
12634,397,TRANSFER,387408.11,C2000198791,387408.11,0.0,C785994676,0.0,0.0,1,0
12635,397,CASH_OUT,387408.11,C180844213,387408.11,0.0,C2083128008,187203.74,574611.85,1,0
12636,398,TRANSFER,50722.16,C870531652,50722.16,0.0,C1469155891,0.0,0.0,1,0
12637,398,CASH_OUT,50722.16,C688111556,50722.16,0.0,C679530338,21829.49,72551.64,1,0
12638,398,TRANSFER,31334.57,C2082183207,31334.57,0.0,C1631331528,0.0,0.0,1,0
12639,398,CASH_OUT,31334.57,C1745391689,31334.57,0.0,C1272673221,0.0,31334.57,1,0
12640,398,TRANSFER,9725837.08,C2078773097,9725837.08,0.0,C775810552,0.0,0.0,1,0
12641,398,CASH_OUT,9725837.08,C792281006,9725837.08,0.0,C416165291,160684.93,9886522.01,1,0
12642,398,TRANSFER,505571.43,C1946854370,505571.43,0.0,C1011987568,0.0,0.0,1,0
12643,398,CASH_OUT,505571.43,C994784827,505571.43,0.0,C516816901,167528.29,673099.71,1,0
12644,398,TRANSFER,489944.93,C8083838,489944.93,0.0,C896700136,0.0,0.0,1,0
12645,398,CASH_OUT,489944.93,C194088609,489944.93,0.0,C1786318719,297207.53,787152.46,1,0
12646,398,TRANSFER,1498296.47,C664914101,1498296.47,0.0,C228214204,0.0,0.0,1,0
12647,398,CASH_OUT,1498296.47,C533314653,1498296.47,0.0,C890750407,13349963.73,14848260.19,1,0
12648,398,TRANSFER,10000000.0,C14368419,25618179.9,15618179.9,C1000868784,0.0,0.0,1,0
12649,398,CASH_OUT,10000000.0,C2062946234,10000000.0,0.0,C2129872070,2246.43,10002246.43,1,0
12650,398,TRANSFER,10000000.0,C1577486244,15618179.9,5618179.9,C6676578,0.0,0.0,1,0
12651,398,CASH_OUT,10000000.0,C1046281837,10000000.0,0.0,C193638063,141403.34,10141403.34,1,0
12652,398,TRANSFER,5618179.9,C1730928931,5618179.9,0.0,C1461831726,0.0,0.0,1,0
12653,398,CASH_OUT,5618179.9,C770353571,5618179.9,0.0,C1829458210,0.0,5618179.9,1,0
12654,398,TRANSFER,55247.48,C1873632807,55247.48,0.0,C416874775,0.0,0.0,1,0
12655,398,CASH_OUT,55247.48,C355084897,55247.48,0.0,C1980653895,11215285.22,11270532.7,1,0
12656,398,TRANSFER,371771.44,C345189504,371771.44,0.0,C305070019,0.0,0.0,1,0
12657,398,CASH_OUT,371771.44,C1654533591,371771.44,0.0,C23426726,4665671.71,5037443.15,1,0
12658,398,TRANSFER,4309298.47,C668700925,4309298.47,0.0,C1360905880,0.0,0.0,1,0
12659,398,CASH_OUT,4309298.47,C1906469429,4309298.47,0.0,C1015754309,0.0,4309298.47,1,0
12660,398,TRANSFER,3580542.06,C1112407295,3580542.06,0.0,C513573961,0.0,0.0,1,0
12661,398,CASH_OUT,3580542.06,C181971032,3580542.06,0.0,C296076520,0.0,3580542.06,1,0
12662,399,TRANSFER,1442075.9,C2041824507,1442075.9,0.0,C1842704131,0.0,0.0,1,0
12663,399,CASH_OUT,1442075.9,C2135299801,1442075.9,0.0,C266594026,168728.6,1610804.5,1,0
12664,399,TRANSFER,77710.4,C286492839,77710.4,0.0,C341763133,0.0,0.0,1,0
12665,399,CASH_OUT,77710.4,C690969509,77710.4,0.0,C1523557746,11181435.26,11259145.67,1,0
12666,399,TRANSFER,145458.94,C152213690,145458.94,0.0,C819262396,0.0,0.0,1,0
12667,399,CASH_OUT,145458.94,C1888226691,145458.94,0.0,C1996220019,193730.82,339189.76,1,0
12668,399,TRANSFER,1082200.06,C1568123931,1082200.06,0.0,C997567120,0.0,0.0,1,0
12669,399,CASH_OUT,1082200.06,C736248524,1082200.06,0.0,C1386066751,0.0,1082200.06,1,0
12670,399,TRANSFER,350017.08,C1207780583,350017.08,0.0,C777372784,0.0,0.0,1,0
12671,399,CASH_OUT,350017.08,C986981998,350017.08,0.0,C357229033,0.0,350017.08,1,0
12672,399,TRANSFER,205170.29,C1059269221,205170.29,0.0,C1610878503,0.0,0.0,1,0
12673,399,CASH_OUT,205170.29,C1048601853,205170.29,0.0,C1408847191,12555586.13,12760756.42,1,0
12674,400,TRANSFER,5096946.74,C429020184,5096946.74,0.0,C639339113,0.0,0.0,1,0
12675,400,CASH_OUT,5096946.74,C417066150,5096946.74,0.0,C408849314,10804.71,5107751.46,1,0
12676,400,TRANSFER,436757.76,C1866512540,436757.76,0.0,C2138692554,0.0,0.0,1,0
12677,400,CASH_OUT,436757.76,C1915876350,436757.76,0.0,C257986236,0.0,436757.76,1,0
12678,400,TRANSFER,51113.0,C109032105,51113.0,0.0,C1072918822,0.0,0.0,1,0
12679,400,CASH_OUT,51113.0,C1241305776,51113.0,0.0,C909589798,3442151.74,3493264.74,1,0
12680,400,TRANSFER,4598089.88,C1508043591,4598089.88,0.0,C99418495,0.0,0.0,1,0
12681,400,CASH_OUT,4598089.88,C1115133775,4598089.88,0.0,C1079679103,771511.79,5369601.67,1,0
12682,400,TRANSFER,245155.25,C1830554141,245155.25,0.0,C1838718052,0.0,0.0,1,0
12683,400,CASH_OUT,245155.25,C1770262477,245155.25,0.0,C499608473,547471.95,792627.19,1,0
12684,400,TRANSFER,130278.99,C1190702691,130278.99,0.0,C2144739676,0.0,0.0,1,0
12685,400,CASH_OUT,130278.99,C2081998466,130278.99,0.0,C1015309209,690756.3,821035.3,1,0
12686,400,TRANSFER,460689.45,C1590287845,460689.45,0.0,C1509813077,0.0,0.0,1,0
12687,400,CASH_OUT,460689.45,C1321273727,460689.45,0.0,C664580487,0.0,460689.45,1,0
12688,400,TRANSFER,1191669.35,C2039894074,1191669.35,0.0,C2014043913,0.0,0.0,1,0
12689,400,CASH_OUT,1191669.35,C579160579,1191669.35,0.0,C923916676,311728.89,1503398.24,1,0
12690,401,TRANSFER,125822.44,C675569506,125822.44,0.0,C631063987,0.0,0.0,1,0
12691,401,CASH_OUT,125822.44,C8451222,125822.44,0.0,C1787543142,0.0,125822.44,1,0
12692,401,TRANSFER,1806516.34,C1882943298,1806516.34,0.0,C478491777,0.0,0.0,1,0
12693,401,CASH_OUT,1806516.34,C1142691202,1806516.34,0.0,C1363990077,0.0,1806516.34,1,0
12694,401,TRANSFER,4481768.26,C2074526030,4481768.26,0.0,C1133721990,0.0,0.0,1,0
12695,401,CASH_OUT,4481768.26,C1705612559,4481768.26,0.0,C1077224856,345600.94,4827369.2,1,0
12696,401,TRANSFER,19511.35,C512661287,19511.35,0.0,C1354396836,0.0,0.0,1,0
12697,401,CASH_OUT,19511.35,C956252470,19511.35,0.0,C1072897246,18785.78,38297.13,1,0
12698,401,TRANSFER,65365.11,C716606813,65365.11,0.0,C1497149627,0.0,0.0,1,0
12699,401,CASH_OUT,65365.11,C2066901889,65365.11,0.0,C1216973714,490135.89,604680.44,1,0
12700,401,TRANSFER,5838803.23,C1915645992,5838803.23,0.0,C932447324,0.0,0.0,1,0
12701,401,CASH_OUT,5838803.23,C388640141,5838803.23,0.0,C964377943,471758.21,6310561.44,1,0
12702,401,TRANSFER,1672570.76,C1853440908,1672570.76,0.0,C571802760,0.0,0.0,1,0
12703,401,CASH_OUT,1672570.76,C1346753121,1672570.76,0.0,C531695406,11445.41,1684016.17,1,0
12704,401,TRANSFER,30467.69,C791741339,30467.69,0.0,C1611561805,0.0,0.0,1,0
12705,401,CASH_OUT,30467.69,C1055328635,30467.69,0.0,C1732514770,625616.25,656083.94,1,0
12706,402,TRANSFER,48266.8,C790635066,48266.8,0.0,C898533005,0.0,0.0,1,0
12707,402,CASH_OUT,48266.8,C1899102939,48266.8,0.0,C125082490,77475.93,125742.73,1,0
12708,402,TRANSFER,143592.89,C283218785,143592.89,0.0,C1008131550,0.0,0.0,1,0
12709,402,CASH_OUT,143592.89,C1873086180,143592.89,0.0,C782234436,0.0,143592.89,1,0
12710,402,TRANSFER,1232239.39,C579893788,1232239.39,0.0,C2078443613,0.0,0.0,1,0
12711,402,CASH_OUT,1232239.39,C841210881,1232239.39,0.0,C2042858776,30479.19,1262718.58,1,0
12712,402,TRANSFER,4257337.62,C2086367958,4257337.62,0.0,C1701205427,0.0,0.0,1,0
12713,402,CASH_OUT,4257337.62,C1677738676,4257337.62,0.0,C1017016927,3108.24,4260445.86,1,0
12714,402,TRANSFER,127156.49,C1718340176,127156.49,0.0,C680745289,0.0,0.0,1,0
12715,402,CASH_OUT,127156.49,C1342244082,127156.49,0.0,C627190872,0.0,127156.49,1,0
12716,402,TRANSFER,1301410.68,C939933921,1301410.68,0.0,C1813636275,0.0,0.0,1,0
12717,402,CASH_OUT,1301410.68,C756143103,1301410.68,0.0,C1385992736,307091.75,1608502.44,1,0
12718,403,TRANSFER,108560.06,C1798273837,108560.06,0.0,C1904675191,0.0,0.0,1,0
12719,403,CASH_OUT,108560.06,C1861301059,108560.06,0.0,C293709567,0.0,108560.06,1,0
12720,403,TRANSFER,2371324.81,C1838733636,2371324.81,0.0,C1533106811,0.0,0.0,1,0
12721,403,CASH_OUT,2371324.81,C392198260,2371324.81,0.0,C1091956539,3448629.16,5819953.98,1,0
12722,403,TRANSFER,6392.08,C929088608,6392.08,0.0,C1035703133,0.0,0.0,1,0
12723,403,CASH_OUT,6392.08,C1902385842,6392.08,0.0,C1731942793,0.0,6392.08,1,0
12724,403,TRANSFER,265836.1,C1682150994,265836.1,0.0,C1759607478,0.0,0.0,1,0
12725,403,CASH_OUT,265836.1,C622612270,265836.1,0.0,C791486868,5819149.73,6084985.83,1,0
12726,403,TRANSFER,949979.11,C1093983453,949979.11,0.0,C1655127778,0.0,0.0,1,0
12727,403,CASH_OUT,949979.11,C971577416,949979.11,0.0,C1652005697,0.0,949979.11,1,0
12728,403,TRANSFER,196254.03,C828932813,196254.03,0.0,C1502933385,0.0,0.0,1,0
12729,403,CASH_OUT,196254.03,C2032582234,196254.03,0.0,C677415412,0.0,196254.03,1,0
12730,403,TRANSFER,264286.19,C1648091455,264286.19,0.0,C395269260,0.0,0.0,1,0
12731,403,CASH_OUT,264286.19,C198831985,264286.19,0.0,C886414281,714984.86,979271.04,1,0
12732,403,TRANSFER,2178303.49,C128992115,2178303.49,0.0,C1283463094,0.0,0.0,1,0
12733,403,CASH_OUT,2178303.49,C694832431,2178303.49,0.0,C1264552873,0.0,2178303.49,1,0
12734,404,TRANSFER,186375.38,C1792771606,186375.38,0.0,C216536888,0.0,0.0,1,0
12735,404,CASH_OUT,186375.38,C1299679751,186375.38,0.0,C936929482,427950.92,614326.3,1,0
12736,404,TRANSFER,10000000.0,C2023224715,12754759.04,2754759.04,C1730830963,0.0,0.0,1,0
12737,404,CASH_OUT,10000000.0,C424305014,10000000.0,0.0,C761333500,358443.32,10358443.32,1,0
12738,404,TRANSFER,2754759.04,C2039553933,2754759.04,0.0,C1469107972,0.0,0.0,1,0
12739,404,CASH_OUT,2754759.04,C711547506,2754759.04,0.0,C679271363,0.0,2754759.04,1,0
12740,404,TRANSFER,536433.5,C1801812624,536433.5,0.0,C1460398355,0.0,0.0,1,0
12741,404,CASH_OUT,536433.5,C473703158,536433.5,0.0,C1591480301,3603723.8,4140157.3,1,0
12742,404,TRANSFER,126061.45,C1079557741,126061.45,0.0,C1089646901,0.0,0.0,1,0
12743,404,CASH_OUT,126061.45,C2053276181,126061.45,0.0,C1635495896,20438677.48,20564738.93,1,0
12744,404,TRANSFER,373322.87,C1549769780,373322.87,0.0,C1935951108,0.0,0.0,1,0
12745,404,CASH_OUT,373322.87,C1753472917,373322.87,0.0,C101978061,112234.04,485556.91,1,0
12746,404,TRANSFER,40359.75,C364009492,40359.75,0.0,C718391314,0.0,0.0,1,0
12747,404,CASH_OUT,40359.75,C1580733517,40359.75,0.0,C1833873982,37684.35,78044.1,1,0
12748,404,TRANSFER,540914.12,C935920556,540914.12,0.0,C332143191,0.0,0.0,1,0
12749,404,CASH_OUT,540914.12,C974262278,540914.12,0.0,C1711489125,36447.52,577361.64,1,0
12750,404,TRANSFER,932691.0,C596444681,932691.0,0.0,C257667736,0.0,0.0,1,0
12751,404,CASH_OUT,932691.0,C1397478591,932691.0,0.0,C1283620500,93390.82,1026081.82,1,0
12752,405,TRANSFER,973805.75,C10712954,973805.75,0.0,C354003512,0.0,0.0,1,0
12753,405,CASH_OUT,973805.75,C1527835008,973805.75,0.0,C141042490,0.0,973805.75,1,0
12754,405,TRANSFER,10000000.0,C737314180,12740879.15,2740879.15,C790685338,0.0,0.0,1,0
12755,405,CASH_OUT,10000000.0,C273979298,10000000.0,0.0,C1510815107,111802.81,10111802.81,1,0
12756,405,TRANSFER,2740879.15,C1775580519,2740879.15,0.0,C2136505452,0.0,0.0,1,0
12757,405,CASH_OUT,2740879.15,C1459823327,2740879.15,0.0,C1835896559,1137372.51,3878251.66,1,0
12758,405,TRANSFER,70382.18,C809677827,70382.18,0.0,C87092424,0.0,0.0,1,0
12759,405,CASH_OUT,70382.18,C1251317715,70382.18,0.0,C1458984596,999649.42,1070031.6,1,0
12760,405,TRANSFER,70756.72,C2042587270,70756.72,0.0,C1273182282,0.0,0.0,1,0
12761,405,CASH_OUT,70756.72,C1829042347,70756.72,0.0,C1046063935,0.0,70756.72,1,0
12762,406,TRANSFER,9173.06,C1460144846,9173.06,0.0,C236813008,0.0,0.0,1,0
12763,406,CASH_OUT,9173.06,C527814350,9173.06,0.0,C594518473,0.0,9173.06,1,0
12764,406,TRANSFER,20842.92,C2099780546,20842.92,0.0,C1566929124,0.0,0.0,1,0
12765,406,CASH_OUT,20842.92,C1270123397,20842.92,0.0,C450191991,118111.75,138954.67,1,0
12766,406,TRANSFER,183385.35,C2116720360,183385.35,0.0,C345234644,0.0,0.0,1,0
12767,406,CASH_OUT,183385.35,C31093598,183385.35,0.0,C1798388182,0.0,183385.35,1,0
12768,406,TRANSFER,106596.14,C476725832,106596.14,0.0,C746130258,0.0,0.0,1,0
12769,406,CASH_OUT,106596.14,C1914252459,106596.14,0.0,C107263754,0.0,106596.14,1,0
12770,406,TRANSFER,4160888.06,C325611904,4160888.06,0.0,C619527902,0.0,0.0,1,0
12771,406,CASH_OUT,4160888.06,C1407865578,4160888.06,0.0,C94243065,367689.67,4528577.73,1,0
12772,406,TRANSFER,10000000.0,C413407419,12426076.89,2426076.89,C2065262017,0.0,0.0,1,0
12773,406,CASH_OUT,10000000.0,C2039632835,10000000.0,0.0,C1012340770,2265793.36,12265793.36,1,0
12774,406,TRANSFER,2426076.89,C64180102,2426076.89,0.0,C902434449,0.0,0.0,1,0
12775,406,CASH_OUT,2426076.89,C1262578601,2426076.89,0.0,C1211515404,44160.09,2470236.98,1,0
12776,406,TRANSFER,126192.63,C1857315349,126192.63,0.0,C1301744071,0.0,0.0,1,0
12777,406,CASH_OUT,126192.63,C1660121126,126192.63,0.0,C39677871,0.0,126192.63,1,0
12778,406,TRANSFER,40013.19,C5740869,40013.19,0.0,C1546346037,0.0,0.0,1,0
12779,406,CASH_OUT,40013.19,C1200853822,40013.19,0.0,C1373765456,0.0,40013.19,1,0
12780,406,TRANSFER,4737833.35,C1353278775,4737833.35,0.0,C547279990,0.0,0.0,1,0
12781,406,CASH_OUT,4737833.35,C450630495,4737833.35,0.0,C1565281210,11580904.9,16318738.25,1,0
12782,406,TRANSFER,184588.59,C1216438383,184588.59,0.0,C2073991799,0.0,0.0,1,0
12783,406,CASH_OUT,184588.59,C1507841762,184588.59,0.0,C1402386572,0.0,184588.59,1,0
12784,406,TRANSFER,669627.43,C1357770570,669627.43,0.0,C1491918880,0.0,0.0,1,0
12785,406,CASH_OUT,669627.43,C390395645,669627.43,0.0,C725115961,0.0,669627.43,1,0
12786,407,TRANSFER,312955.14,C2016423927,312955.14,0.0,C764015169,0.0,0.0,1,0
12787,407,CASH_OUT,312955.14,C2134322170,312955.14,0.0,C2083154872,18559.06,331514.2,1,0
12788,407,TRANSFER,2085274.39,C1416924629,2085274.39,0.0,C1987694854,0.0,0.0,1,0
12789,407,CASH_OUT,2085274.39,C1812276359,2085274.39,0.0,C2107562172,3362607.02,5447881.42,1,0
12790,407,TRANSFER,48132.52,C1486866728,48132.52,0.0,C1884465429,0.0,0.0,1,0
12791,407,CASH_OUT,48132.52,C948664431,48132.52,0.0,C1693545577,94309.66,142442.19,1,0
12792,408,TRANSFER,2567602.1,C1191696703,2567602.1,0.0,C1815124854,0.0,0.0,1,0
12793,408,CASH_OUT,2567602.1,C1656748822,2567602.1,0.0,C1457063167,0.0,2567602.1,1,0
12794,408,TRANSFER,429257.45,C1011516202,429257.45,0.0,C908525161,0.0,0.0,1,0
12795,408,CASH_OUT,429257.45,C1398344547,429257.45,0.0,C1687751044,0.0,429257.45,1,0
12796,408,TRANSFER,313936.67,C809683747,313936.67,0.0,C1317216992,0.0,0.0,1,0
12797,408,CASH_OUT,313936.67,C175684535,313936.67,0.0,C244995848,1145802.52,1459739.19,1,0
12798,408,TRANSFER,398724.6,C1731018841,398724.6,0.0,C956479425,0.0,0.0,1,0
12799,408,CASH_OUT,398724.6,C57771214,398724.6,0.0,C1871216635,5738519.76,6137244.36,1,0
12800,408,TRANSFER,503961.93,C451898714,503961.93,0.0,C540990710,0.0,0.0,1,0
12801,408,CASH_OUT,503961.93,C868244039,503961.93,0.0,C1704260937,0.0,503961.93,1,0
12802,409,TRANSFER,1050135.78,C949114642,1050135.78,0.0,C189961618,0.0,0.0,1,0
12803,409,CASH_OUT,1050135.78,C866706747,1050135.78,0.0,C1726408560,4365234.19,5415369.97,1,0
12804,409,TRANSFER,71921.7,C889125918,71921.7,0.0,C1091824995,0.0,0.0,1,0
12805,409,CASH_OUT,71921.7,C1795660313,71921.7,0.0,C1624457512,42131.23,114052.93,1,0
12806,409,TRANSFER,2284476.12,C85727598,2284476.12,0.0,C577003768,0.0,0.0,1,0
12807,409,CASH_OUT,2284476.12,C175222097,2284476.12,0.0,C335340729,6835.89,2291312.01,1,0
12808,409,TRANSFER,10000000.0,C1989519123,11018800.91,1018800.91,C196714546,0.0,0.0,1,0
12809,409,CASH_OUT,10000000.0,C97242201,10000000.0,0.0,C786701128,8496.86,10008496.86,1,0
12810,409,TRANSFER,1018800.91,C1207144684,1018800.91,0.0,C948406463,0.0,0.0,1,0
